total ratings,growth (30 days),growth (60 days),price,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,average rating
441554,0.3,0.9,0,357642,53019,17556,4551,8783,4.69
425625,1,2.2,0,274945,62760,32716,13930,41272,4.21
425277,0,0.1,0,257308,80317,35472,14808,37370,4.19
424968,2.5,5.6,0,300551,62248,29322,9764,23081,4.43
423399,0.3,0.8,0,269629,37649,30249,18869,66999,4
420829,0.3,0.7,0,288173,68381,28995,11287,23990,4.39
416135,2.3,4.1,0,245092,47239,35489,24138,64175,3.93
412100,0.8,1.6,0,351636,29727,10907,5278,14549,4.7
406254,2,4.5,0,300806,32924,17358,10257,44905,4.32
404025,0.5,1.1,0,263927,37192,24222,15468,63213,4.05
403098,0.9,2.4,0,312933,39101,19132,9003,22927,4.51
400719,0.2,0.4,0,266540,57248,28699,14529,33701,4.27
398841,0.7,1.4,0,284071,52165,24032,11095,27475,4.39
392326,0,0.1,0,273173,42951,26785,11070,38345,4.28
385620,0,0,0,252669,52719,29078,13880,37271,4.22
384264,1.3,2.5,0,312380,38777,15048,6497,11560,4.65
383441,0.1,0.2,0,242035,75032,36866,8459,21047,4.33
379807,3.4,6.8,0,251581,70390,25635,10303,21896,4.37
13374620,0,0.1,0,10064893,1456557,649320,268502,935345,4.45
7280320,1.1,2.2,0,4948104,836607,388832,190712,916062,4.2
6779161,0.4,0.9,0,4480503,844263,462636,219496,772261,4.19
6173868,1.5,4.3,0,4315624,614928,324602,175004,743707,4.23
4566390,1.7,3.9,0,3513113,698774,189314,54583,110603,4.63
2983855,0.3,0.8,0,2128566,387636,163976,68226,235449,4.38
2926717,0.1,0.3,0,2168204,458751,175709,38525,85526,4.57
2916874,0.5,1.1,0,2047055,342682,155762,75373,296000,4.29
2877308,0.7,0,0,2120943,387731,130299,54191,184141,4.46
2839251,1.9,3.8,0,1949415,292373,166477,89363,341621,4.2
2637735,6.8,15,0,1902637,289281,154916,70061,220839,4.36
2544608,2.2,4.5,0,1805981,369736,161120,59393,148375,4.42
2369845,0.4,1,0,1558217,301703,138521,76059,295342,4.16
2267369,0.4,0.7,0,1736140,337201,109127,26236,58663,4.62
2221308,0.5,1.2,0,1567726,211399,117803,62077,262301,4.24
1975028,0.4,0.7,0,1202833,428030,147116,53461,143586,4.26
1973922,1,1.8,0,1450422,234305,95634,40048,153511,4.41
1913145,2.1,4.2,0,1368588,171295,107679,58643,206939,4.27
1737476,3.4,5.1,0,1271467,191908,93271,39101,141727,4.39
1698878,1.8,3.9,0,1122300,149152,87025,52611,287788,4.04
1670695,0.5,1.4,0,1170264,224059,124885,42450,109035,4.38
1646405,9.2,18.5,0,1084832,178726,87616,56943,238286,4.1
1630006,0,0.1,0,1140776,167334,92821,35212,193860,4.24
1473444,0.1,0.3,0,1018895,187338,121516,37415,108277,4.34
1374907,0,0.1,0,957213,208771,95946,28198,84776,4.4
1255309,0.6,1.2,0,836586,130760,80604,43473,163882,4.14
1209408,1.7,2.7,0,840179,174819,72389,27673,94345,4.36
1204097,0.8,1.8,0,763810,136170,90270,53281,160563,4.07
1167800,0.1,0.3,0,848656,152103,74299,24350,68389,4.45
1112243,2.1,4.1,0,746459,140841,69957,32913,122070,4.22
1093549,0.2,0.3,0,698205,151796,88943,39290,115313,4.17
1041360,0.1,0.3,0,726536,116882,76533,27655,93752,4.3
1031413,4.9,12.1,0,667816,182678,77169,26048,77700,4.3
1021104,0.5,0.8,0,650483,127851,66627,36368,139772,4.09
1003990,0.5,1.1,0,798902,106809,40829,15528,41919,4.6
952511,0.1,0.3,0,628791,108612,73307,34015,107783,4.17
896935,0.1,0.1,0,621903,93540,47773,20912,112805,4.22
896639,0.6,1.2,0,499764,91218,72895,43320,189440,3.75
894469,1,1.8,0,611806,90171,54192,30113,108185,4.19
875100,0.4,0.9,0,667500,88478,43118,20009,55992,4.48
839113,0.1,0.3,0,544480,99053,59286,31136,105155,4.13
813844,0.6,1.1,0,534811,86210,55940,30031,106850,4.12
787156,0.2,0.4,0,559282,61134,40872,25287,100578,4.21
771501,1.6,3.2,0,509381,94586,51094,23586,92850,4.17
763774,0.1,0.2,0,530939,101437,47205,16616,67574,4.32
759841,0.3,0.6,0,466780,153192,62122,21406,56338,4.25
730505,0.3,0.6,0,434487,68636,55186,33165,139028,3.86
730171,1.1,2.2,0,524546,102085,39971,15137,48431,4.42
727758,0.1,0.3,0,484762,85323,49734,23192,84744,4.18
708388,0.1,0.2,0,527257,72076,42467,13397,53188,4.42
706572,0,0,0,535212,69910,33623,12717,55108,4.44
695191,0.4,0.8,0,407090,87343,61074,31346,108334,3.94
608998,0,0,0,400377,69563,39878,19689,79488,4.14
602551,0.2,0.6,0,429592,68579,29981,15985,58412,4.32
601078,4.4,10.3,0,371099,92411,43711,22672,71183,4.11
561986,6.8,16.2,0,406428,89547,35227,9486,21295,4.51
561499,1,2.2,0,399433,56252,34988,16915,53908,4.3
560065,0,0,0,367291,81373,43804,18634,48961,4.25
516578,1.1,2.2,0,325530,53747,37366,22713,77220,4.02
516549,0.2,0.4,0,339212,66763,36424,17507,56640,4.19
515228,1.2,2.1,0,297000,61572,31524,19955,105175,3.83
497940,0,0.1,0,360270,57979,33583,10425,35680,4.4
475283,3.3,7.5,0,319421,47887,31696,16719,59558,4.16
457484,0,0.1,0,271577,85182,31703,14203,54816,4.1
455753,0.1,0.2,0,298505,52029,31529,13869,59819,4.13
451539,0.4,0.9,0,298819,37488,24296,16047,74887,4.04
448564,0,0,0,302579,61504,37000,13364,34115,4.3
445534,1.3,2.5,0,300285,33292,24292,15712,71949,4.06
445355,0.2,0.3,0,272769,64465,43954,17390,46776,4.12
441765,0.3,0.8,0,317978,53279,27059,12110,31336,4.39
418362,0.2,0.4,0,258225,87918,43360,10460,18396,4.33
413700,0,0,0,344230,38750,12150,3650,14920,4.68
412920,8,26.7,0,282088,73984,32519,8241,16086,4.45
396044,0.8,1.4,0,263906,59676,33136,11445,27879,4.31
394620,4.5,10.7,0,272814,84901,20630,5249,11024,4.53
392466,0.1,0.2,0,253695,58286,33471,10684,36327,4.23
385951,19.4,63.7,0,275515,51474,26456,8973,23531,4.42
384159,0.2,0.3,0,243956,57661,35690,12759,34091,4.21
368176,1.2,2.4,0,241981,63412,26359,8799,27622,4.31
366675,1,2.5,0,223686,44968,26939,14327,56752,3.99
365249,0.4,0.9,0,240422,38724,23169,13138,49794,4.11
358273,0.5,1.1,0,256937,34238,21156,10393,35547,4.3
355982,0,0,0,258131,39495,21795,7981,28578,4.38
337586,0.1,0.1,0,244494,35938,19437,7870,29845,4.35
334400,0.1,0.2,0,218684,48933,21412,9093,36275,4.21
327465,2.9,6.8,0,218343,58508,18278,8332,24002,4.34
327205,0,0.1,0,209447,38034,25718,8379,45624,4.09
323103,0.8,1.5,0,207242,45880,24959,11035,33985,4.18
310726,0.3,0.6,0,245774,22826,14731,7295,20098,4.5
299047,0,0,0,194652,46827,22049,7233,28284,4.25
288866,0,0,0,175748,34027,27924,14082,37083,4.03
287935,4.5,13,0,227552,47538,8800,1499,2542,4.72
274317,0.3,0.6,0,194799,45701,14011,5592,14211,4.46
273722,0.6,1.7,0,186104,28541,20701,9215,29159,4.22
270190,0,0.1,0,190684,40931,19616,5014,13943,4.44
270027,7.3,19.2,0,179241,36655,16433,8350,29346,4.22
268484,0.6,1.6,0,149667,37168,24205,12963,44480,3.87
265931,0,0,0,149095,49183,30207,11909,25533,4.07
263226,0.5,1.2,0,177542,29853,19219,9464,27145,4.22
260200,0.2,0.5,0,173899,24732,16774,8756,36035,4.12
55170976,0.3,0.6,0,42736445,5397273,2285363,978099,3773793,4.49
30599283,1568.1,1.1,0,20850163,3634022,1653329,771855,3689911,4.22
6282716,1.9,4.6,0,4452865,759462,355241,139087,576059,4.33
6043927,0.1,0.2,0,4400891,800442,322207,120278,400106,4.44
5098445,0.6,1.3,0,3670080,527372,279328,140383,481280,4.33
4977281,0.3,0.6,0,3444390,437921,262776,122379,709812,4.16
3639955,0.6,1.7,0,2712852,541251,218675,53951,113222,4.56
3586366,1.4,2.9,0,2518374,383289,170563,100826,413311,4.25
3308917,0.6,1.5,0,2529765,354913,146180,61592,216464,4.49
3109721,0.2,0.5,0,2037468,580039,286521,78273,127417,4.39
2316309,0,0,0,1494521,269009,147725,75803,329247,4.09
2102169,0.6,1.5,0,1658403,209043,87307,39632,107781,4.56
1906000,2.5,5.9,0,1527923,135491,66113,36376,140094,4.51
1712043,4.5,10.3,0,1218235,270013,81840,31300,110652,4.43
1709336,0,0,0,1218013,156985,101397,35280,197659,4.27
1596863,1.8,4.4,0,1090428,176528,72373,37306,220225,4.18
1514095,0.5,1.1,0,975221,266031,104374,39825,128641,4.27
1493010,0,0,0,788580,132675,128929,58325,384499,3.59
1446666,0.2,0.3,0,1016465,216539,75228,34680,103752,4.39
1317635,0.1,0.1,0,817422,192799,100300,44307,162805,4.11
1281443,1.1,2.3,0,937488,137379,66995,29199,110379,4.38
1267557,0.2,0.4,0,915250,164131,64977,28453,94744,4.4
1224547,693.8,0.1,0,913769,141205,64490,22429,82651,4.45
1084405,0.9,2,0,852981,104436,53688,19301,53997,4.55
1037325,0,0,0,757792,87307,46307,27614,118304,4.29
967308,0.7,1.8,0,647806,169109,55397,25205,69788,4.34
965851,0.1,0.4,0,696323,134808,34906,18992,80819,4.39
961050,2.9,7.6,0,579654,217881,100341,23330,39841,4.33
948896,2.3,5,0,627238,103887,39772,23835,154161,4.08
904713,0,0,0,609628,105180,66828,23420,99654,4.22
897510,0.2,0.5,0,491666,71453,71979,34660,227749,3.63
890792,0.5,1,0,613200,115694,52744,22637,86515,4.29
877165,3.9,9,0,581205,145912,58794,19478,71773,4.31
873660,0,0,0,556372,84174,59121,29053,144938,4
857214,17.8,47.4,0,726232,68289,25678,8089,28923,4.7
849665,0.2,0.4,0,583850,145585,56794,18978,44455,4.42
829682,0,0,0,463943,64832,53080,38789,209036,3.65
828185,0,0,0,577994,84835,49069,21193,95092,4.24
789938,0.4,0.8,0,578310,128210,38993,12648,31775,4.53
757127,0.2,0.3,0,464985,106226,48811,27238,109863,4.04
756652,0.1,0.2,0,473209,111560,60071,21942,89867,4.13
755588,2.5,6.6,0,590838,55623,31651,16866,60607,4.45
722062,0,0.1,0,352710,72575,81910,35542,179323,3.53
695798,328.4,0.1,0,435845,80475,54242,22828,102405,4.04
672510,0.4,0.8,0,419583,102399,53691,21212,75623,4.14
633965,0.1,0.3,0,435148,76678,44621,17635,59881,4.28
601321,0.1,0.2,0,431408,58813,35405,13745,61947,4.3
600649,1.5,3.5,0,483726,78106,19233,5587,13993,4.68
569020,0.1,0.3,0,305624,59345,36278,24555,143216,3.63
562932,0.4,1.1,0,386210,103781,34264,12605,26070,4.44
556658,0.6,1.4,0,428268,81138,22108,8124,17018,4.61
541172,0.2,0.6,0,290619,45879,40986,27224,136461,3.6
523682,0.2,0.5,0,341402,71472,26037,12608,72162,4.14
497572,0.5,1.3,0,316488,113531,39448,9490,18612,4.41
494533,0.2,0.5,0,335263,86692,43116,10059,19400,4.43
487498,0.6,1.3,0,354722,60389,23523,13004,35858,4.41
485901,0.1,0.2,0,338830,50336,29206,12394,55134,4.25
485868,0,0,0,383512,46627,22758,7609,25358,4.55
478146,1.8,4.7,0,305562,68195,33985,15394,55007,4.16
455122,0.2,0.4,0,314012,62390,26359,11800,40558,4.31
447441,0,0,0,300972,52732,22787,11289,59659,4.17
430583,2.1,3.6,0,255534,45372,26592,18720,84362,3.86
421774,0.1,0.3,0,294674,36292,18281,9834,62691,4.16
418625,0.2,0.5,0,249548,93332,43318,11181,21244,4.29
417964,0.3,0.6,0,319881,52838,16180,7925,21137,4.54
401269,1.1,2.2,0,289219,70461,22665,5379,13543,4.54
398768,0,0,0,235417,104320,43060,6010,9958,4.38
397040,0.8,2,0,270231,46898,22959,12249,44700,4.22
395798,2,3.2,0,292407,58977,23477,7118,13817,4.54
392793,0.9,1.8,0,311297,37144,16792,9336,18222,4.56
388381,0.1,0.2,0,252727,76346,37568,8529,13209,4.41
386342,1.6,3.3,0,237572,68520,29998,10225,40025,4.17
386083,0.1,0.1,0,273104,47076,23603,8463,33835,4.34
384600,0,0,0,319266,29922,10217,4638,20554,4.62
366285,0.2,0.3,0,198660,55748,35476,18456,57943,3.87
358866,0.6,1.1,0,241426,44364,27718,11428,33928,4.25
351860,0.1,0.2,0,261633,33710,21558,6789,28168,4.4
344755,0.3,0.7,0,205463,30317,24519,15053,69400,3.83
339891,0.1,0.1,0,220365,43057,24432,10207,41827,4.15
339517,2.5,5.8,0,230341,48047,23291,8430,29406,4.3
339009,0.9,2,0,224601,20778,16075,8886,68666,3.95
334450,0.8,2.8,0,230361,43143,18956,9822,32165,4.28
330452,0.5,0.8,0,259055,25943,12946,7352,25154,4.47
329526,0.4,0.8,0,187204,44822,23400,13778,60319,3.86
327841,0.6,1.4,0,192287,35797,22025,14620,63109,3.85
326038,0.8,1.5,0,202480,51588,18305,7618,46046,4.09
319569,0.7,1.6,0,210853,51860,31143,10626,15084,4.35
319023,0.1,0.3,0,234541,22186,14917,9026,38351,4.27
316295,0.4,0.8,0,227536,40144,14884,7791,25938,4.38
310851,1.2,2.5,0,243785,25851,12950,6435,21827,4.49
305594,0,0.1,0,197222,38400,22315,10962,36692,4.14
297478,0.1,0.1,0,190848,41494,20442,9376,35316,4.15
293287,7.9,20.9,0,224580,15144,8986,6725,37850,4.3
288609,0.1,0.3,0,179652,58858,19599,8091,22406,4.27
283770,0.4,1,0,198598,25283,15881,9610,34395,4.21
280496,6.2,14.3,0,193460,52062,17426,6218,11326,4.46
279542,0.1,0.2,0,207820,23527,14715,5844,27633,4.35
276353,0.1,0.1,0,224926,19886,9967,3759,17813,4.56
272167,0,0,0,191227,34188,16647,7185,22918,4.34
270364,0.1,0.2,0,195637,25085,17969,8165,23506,4.34
7271580,0.4,0.9,0,4813526,1133845,451590,194961,677655,4.27
3989535,1.9,4.9,0,3146099,482157,122328,54610,184338,4.59
2612778,0,0.1,0,1800991,500288,186498,44719,80280,4.49
1183400,0,0,0,782381,200879,91546,35081,73511,4.34
980865,9.6,25.5,0,759734,110339,36180,18689,55920,4.53
764082,4.6,12.7,0,597205,88099,27794,12524,38458,4.56
649366,0,0.1,0,559792,39703,17592,8106,24170,4.7
645513,3.6,9.8,0,562389,43881,13917,7098,18226,4.74
421132,0.2,0.6,0,262328,75120,37275,15539,30868,4.24
408024,0,0,0,260763,62469,33027,13232,38530,4.21
407061,0,0,0,292482,61524,25561,7184,20307,4.47
377359,0.3,0.7,0,308562,33358,17253,4965,13217,4.64
351278,0.8,1.5,0,226472,52007,25604,10764,36428,4.2
335412,1.6,4,0,227938,56261,20466,8502,22243,4.37
334698,0,0,0,195886,69021,29551,12326,27912,4.17
331006,0,0,0,243353,28051,16603,7782,35215,4.32
301099,0,0,0,204945,62497,19810,4015,9830,4.49
289518,0.2,0.3,0,165885,89662,24424,3625,5919,4.4
281824,0.1,0.4,0,139952,56226,27868,17366,40409,3.84
280932,0,0,0,189645,52491,25017,4415,9361,4.45
216664,0,0,0,154611,26099,15338,5854,14760,4.38
205575,1.3,2.6,0,133315,38530,13838,5771,14118,4.32
187196,0.7,1.7,0,134426,37857,7286,2402,5223,4.57
181368,0,0,0,118398,29589,14799,4966,13613,4.29
172520,0,0,0,119533,23397,13321,6441,9826,4.37
165304,0.2,0.4,0,98452,21133,15014,8347,22356,4
163384,0,0,0,137473,9310,6920,2460,7220,4.64
162035,1.4,2.9,0,114635,28785,10697,2820,5095,4.51
160282,2.3,5.3,0,143297,6811,4484,1780,3908,4.77
159354,1.7,4.1,0,126217,9400,4545,2671,16518,4.42
157035,0,0.2,0,107581,19575,11771,4736,13370,4.29
154168,0.4,1,0,110993,18969,7709,3969,12526,4.37
152297,0,0,0,74840,18225,16867,8538,33824,3.6
150895,0.5,1.2,0,95711,31185,11669,4781,7546,4.34
150300,0.6,1.4,0,100127,20350,11117,5256,13448,4.25
148570,0,0.1,0,98350,22682,10187,4814,12534,4.28
147783,10.2,25.9,0,103615,20001,7829,4233,12102,4.35
143164,0,0.1,0,91545,28322,11534,3887,7874,4.34
142834,0,0,0,92969,17315,10793,5914,15841,4.16
130720,0.1,0.3,0,92263,15021,7898,2990,12547,4.31
124595,0.1,0.2,0,73325,15260,11912,5946,18149,3.96
122984,0.5,1,0,83425,17620,7196,2578,12163,4.28
120815,0,0,0,85750,16210,6733,2803,9317,4.38
115029,0,0,0,83966,12370,6360,2170,10160,4.37
113958,0.2,0.3,0,54024,28499,13006,7666,10760,3.94
113925,0,0.1,0,57157,13796,11147,5298,26524,3.61
111089,3.1,6.9,0,85772,12144,5125,2233,5813,4.53
109901,12,35.6,0,98795,5430,1552,1152,2969,4.78
108702,1.4,3.3,0,74456,13450,9445,3796,7552,4.32
108480,0.6,1.6,0,65183,28501,8569,2264,3960,4.37
107289,6.6,13.9,0,78781,6133,3952,2230,16190,4.2
107262,0.1,0.4,0,69383,19517,7749,3171,7440,4.31
106880,0,0,0,54382,8965,5455,3630,34446,3.42
100739,4.8,10.5,0,79501,7674,3454,1707,8400,4.47
97967,0,0.1,0,46730,24907,11279,4406,10643,3.95
94798,0.2,0.3,0,31819,18522,15734,9990,18731,3.37
94619,1,1.8,0,49277,10308,8559,4612,21860,3.64
85605,0.1,0.3,0,47779,11929,8363,5532,11999,3.91
84299,1.7,5.3,0,71606,6753,1810,934,3192,4.69
81867,0.3,0.7,0,69027,8329,2359,609,1539,4.74
77704,0,0,0,70380,2441,1275,717,2889,4.76
77401,0,0,0,46640,15480,6702,2473,6104,4.22
76755,0.1,0.2,0,55311,12973,2806,1018,4644,4.48
75630,0.5,1.6,0,47271,8850,4946,2562,11999,4.02
74594,0.9,2.2,1.99,55411,12625,3123,1117,2315,4.58
67309,125.3,250.6,0,52621,3237,2092,1322,8034,4.35
65734,0,0,0,25093,6939,6959,4763,21977,3.13
65696,0,0,0,41317,8609,5549,1959,8259,4.11
65544,7.4,17.8,0,24833,11671,3568,3499,21970,3.21
65029,0.8,2.2,0,52376,6236,3068,969,2378,4.62
64589,0,0.1,0,23795,16207,9318,4549,10718,3.59
60836,3.2,7.3,0,38247,10607,5338,1868,4774,4.24
60110,28,99.3,0,39556,10435,4274,1782,4060,4.32
59564,4661.3,5.4,0,32841,9043,5869,3064,8745,3.91
59446,1.3,3,0,43119,7849,3074,1243,4158,4.42
58971,1.2,2.3,0,37997,6847,4598,2629,6897,4.13
58346,0,0,0,34640,6231,3315,2067,12092,3.84
57935,0.4,0.7,0,25087,12363,8489,3125,8868,3.72
57633,0,0,0,35717,8404,4786,2248,6475,4.12
56806,0.2,0.4,0,41997,9023,2478,869,2438,4.54
56783,0,0,0,50537,2551,1965,446,1280,4.77
56670,0.4,1.1,0,42500,4330,2260,1220,6360,4.33
55050,0.1,0.4,0,24578,4760,2971,2454,20284,3.2
53419,1,2.1,0,41529,3619,2689,1399,4179,4.44
51922,0,0,0,25556,4587,4827,2988,13962,3.48
51610,0.3,0.8,0,35507,6831,3539,1546,4184,4.32
51017,12.5,37.4,0,36341,6921,3653,1435,2663,4.43
50808,0,0.1,0,25764,4950,5090,2590,12411,3.57
49656,0.1,0.4,0,31207,6779,4389,2139,5139,4.14
49632,0.5,1.3,0,40900,4609,1816,618,1686,4.66
47900,0,0,0,40057,4653,2291,358,538,4.74
47640,1.5,3.6,0,30447,6973,3927,2166,4124,4.21
45786,0,0,0,24292,13322,4862,936,2371,4.23
45310,0.6,1.1,0,27603,7718,3899,1579,4509,4.15
44971,0.5,1.6,0,30436,4432,3284,1956,4861,4.19
44876,0.2,0.3,0,28192,8791,3346,1218,3326,4.28
44132,0,0,0,33567,4778,2284,817,2683,4.49
43202,1.9,4.7,0,37262,3687,1255,418,578,4.77
43189,2.3,5.3,0,22911,8960,4574,1851,4891,4
42520,0,0,0,24408,8056,3088,1119,5847,4.04
2314831,2.5,5.4,0,2032320,98719,65303,30091,88396,4.71
2245883,0.1,0.2,0,1681302,348234,107788,32692,75865,4.57
1822050,2,3.9,0,1395622,222919,82725,31915,88867,4.54
1722008,0,0.1,0,971870,412256,149418,67604,120858,4.19
1215714,0.5,1,0,865192,189818,79976,23692,57033,4.47
1172061,0.4,0.7,0,822765,214414,70684,18945,45250,4.49
1127320,0,0.1,0,632838,270042,106636,36654,81148,4.19
966304,0.9,2.1,0,675125,165913,54134,20912,50217,4.44
959465,0,0,0,567614,294079,71236,10541,15992,4.45
958517,1.6,2.8,0,760211,120763,35012,12357,30173,4.64
944472,1.4,2.9,0,768395,81889,34033,18984,41168,4.61
796465,1.3,2.8,0,683334,43008,29632,10747,29742,4.68
770867,0.4,0.8,0,640995,56751,31968,10602,30549,4.64
743325,0.5,1,0,622699,42507,33642,11833,32642,4.63
736199,0,0.1,0,448237,128193,57079,32651,70036,4.16
669236,0.2,0.5,0,517815,94510,35842,7072,13995,4.64
644050,0,0,0,437940,122546,48501,10336,24724,4.46
617186,0.2,0.4,0,366527,187721,35481,9255,18200,4.42
614440,0,0.1,0,440880,88059,41326,14212,29961,4.46
600422,10.8,26.6,0,495650,38015,18553,9434,38767,4.57
512540,0,0,0,423778,51882,16591,5124,15163,4.69
512540,0,0,0,278688,96149,40350,11577,28852,4.69
512540,0,0,0,260865,79932,29422,6895,13072,4.69
501218,0,0,0,366216,57077,26847,10760,40316,4.39
495074,0.1,0.3,0,272292,47825,38880,30125,105951,3.71
469666,0.2,0.3,0,290484,116481,28421,11901,22376,4.36
468930,0.8,1.4,0,340833,71891,32778,8525,14900,4.53
455618,0.2,0.3,0,423778,51882,16591,5124,15163,4.28
455618,0.2,0.3,0,278688,96149,40350,11577,28852,4.28
455618,0.2,0.3,0,260865,79932,29422,6895,13072,4.28
445403,0.2,0.6,0,267581,100256,31949,13365,32249,4.25
444851,0.2,0.3,0,279022,118839,37272,3970,5746,4.49
419753,0.8,1.9,0,332795,42949,20885,6848,16273,4.59
412505,0.2,0.6,0,263532,59896,32245,15034,41795,4.18
406650,3.7,9.4,0,373268,16566,4404,3184,9225,4.82
392711,10.7,16.3,0,332574,24088,11929,5183,18934,4.65
390189,0.1,0.2,0,423778,51882,16591,5124,15163,4.46
390189,0.1,0.2,0,278688,96149,40350,11577,28852,4.46
390189,0.1,0.2,0,260865,79932,29422,6895,13072,4.46
386981,0.5,1.2,0,293442,40576,20693,10146,22122,4.48
383045,0.4,1.4,0,176250,87530,32972,15216,71074,3.74
379834,0.7,1.6,0,231152,90731,31042,9258,17648,4.34
372118,0.3,0.7,0,277984,40882,18632,7912,26705,4.44
362769,0,0.1,0,274990,47972,18918,5186,15700,4.55
356335,0.1,0.2,0,220384,73794,26098,9119,26938,4.27
351822,0.5,0.9,0,251841,55078,18432,5657,20811,4.45
333183,2.6,8.6,0,184234,49811,27628,23020,48486,3.9
327215,0,0.1,0,284850,15583,10218,3356,13205,4.7
320018,0.3,0.5,0,259366,34017,10292,4035,12305,4.64
311348,1.5,3.1,0,225566,59308,14486,3673,8313,4.57
303820,1.6,3.6,0,273302,14525,5676,2354,7961,4.79
299625,0.9,2.3,0,173068,66611,26294,10773,22876,4.19
293144,0,0,0,174532,58150,28323,10811,21324,4.21
287375,0.1,0.3,0,188407,59534,19451,5601,14379,4.4
283775,0,0,0,194084,61334,18115,3393,6847,4.52
282196,1.4,3.1,0,240235,21817,7638,3121,9383,4.7
275831,140394.4,0.5,0,222986,27985,9062,3976,11819,4.62
264735,0,0.1,0,156926,58240,29994,7373,12199,4.29
261311,0.7,1.5,0,213985,20573,8884,4182,13685,4.6
254953,0,0,0,135868,46192,21311,16133,35446,3.91
242220,0.8,1.9,0,203604,17305,7749,4603,8957,4.66
233892,0.6,1.3,0,183280,31467,10775,2626,5742,4.64
227032,0.2,0.5,0,181059,21082,9728,4066,11094,4.57
224003,2,4.3,0,171143,32716,12822,3105,4214,4.62
222726,6.3,14.1,0,198941,8931,3918,2072,8862,4.74
220723,0.1,0.3,0,114295,23794,14067,9767,58797,3.57
216274,3.6,8,0,168112,30371,7879,2789,7122,4.62
214635,1.1,2.1,0,176773,21239,8385,2498,5737,4.68
214048,0.1,0.4,0,131987,28158,18503,9016,26381,4.08
212106,1.2,2.4,0,155455,33940,9062,4036,9611,4.52
205191,1,2.4,0,83797,35081,27057,17156,42098,3.49
203605,4.5,9.5,0,123378,40382,21325,7526,10992,4.27
195355,2.7,5.9,0,157811,20897,8582,2877,5187,4.65
187428,1.5,3.8,0,152260,15885,5045,2847,11389,4.57
177584,0.9,2,0,123035,19640,11632,5981,17294,4.27
176947,1.4,3.4,0,125043,28786,9948,3559,9608,4.45
176040,0.7,1.5,0,115491,40875,10740,2757,6174,4.46
172253,0,0,0,123845,34556,10023,1698,2128,4.6
171275,3,6.4,0,135499,20918,8300,2149,4406,4.64
169790,0.1,0.3,0,121285,17716,8927,5472,16387,4.31
160336,0.2,0.4,0,130362,11624,5946,3297,9104,4.56
159357,0,0,0,81330,41797,14271,5020,16936,4.04
157695,1.3,2.7,0,103539,23263,11163,5417,14310,4.24
155301,1.1,1.9,0,94615,29348,11648,6340,13347,4.19
152252,0.4,0.7,0,120191,15745,7063,2347,6903,4.58
151509,0.8,1.9,0,127732,9049,6585,2504,5637,4.65
150784,0.1,0.2,0,124227,10357,7496,2133,6569,4.62
148706,0.2,0.3,0,88425,24636,12827,6638,16177,4.09
146393,0.1,0.3,0,115049,22598,3548,1429,3768,4.66
145071,6.2,13.1,0,106101,27236,7559,1358,2815,4.6
143865,0,0,0,94569,31779,11088,2545,3882,4.46
141843,5.6,12.7,0,116684,16262,3688,1409,3798,4.7
137143,0,0,0,90806,33063,10249,1357,1666,4.53
136575,0,0,0,82262,30138,18250,2817,3106,4.36
129879,0.1,0.2,0,107466,11411,3367,2697,4936,4.65
128916,0.1,0.1,0,87579,19526,7808,3011,10989,4.32
127263,0,0.1,0,88905,9635,7354,5121,16245,4.18
126651,0.1,0.2,0,91723,23344,6235,1815,3531,4.56
126068,0,0,0,84188,16537,9233,3647,12460,4.24
125948,0.7,2,0,106443,9312,3766,1648,4776,4.68
124155,0,0.1,0,94530,19863,5805,1208,2747,4.63
122845,0.1,0.3,0,96954,17233,5098,1249,2309,4.67
120476,0,0.1,0,74010,21546,10648,4710,9560,4.21
114852,0.3,0.6,0,84688,16783,6619,1867,4892,4.52
110293,0.8,1.9,0,99168,3528,3258,1059,3278,4.76
109809,6.9,14.2,0,70647,22630,8794,2775,4961,4.38
